segment_id,asset_name,target_asset_es,line_id,speaker_locked,translation_ru
dialogue:SPY_ChefsCasePt4 (en-US):line:007fe5f,SPY_ChefsCasePt4 (en-US),NEW_es_SPY_ChefsCasePt4,line:007fe5f,Chef,"Действительно, мясо в компост не кладут."
dialogue:SPY_ChefsCasePt4 (en-US):line:0b04c61,SPY_ChefsCasePt4 (en-US),NEW_es_SPY_ChefsCasePt4,line:0b04c61,Chef,Но тут нет противоречия... рыба не считается мясом.
dialogue:SPY_ChefsCasePt4 (en-US):line:0d4dec6,SPY_ChefsCasePt4 (en-US),NEW_es_SPY_ChefsCasePt4,line:0d4dec6,Guy,"Папа Римский, пожалуй, был бы согласен..."
dialogue:SPY_ChefsCasePt4 (en-US):line:0014f72,SPY_ChefsCasePt4 (en-US),NEW_es_SPY_ChefsCasePt4,line:0014f72,Chef,Этот фарш <i>никогда</i> не был частью какого-то абсурдного заговора об убийстве.
dialogue:SPY_ChefsCasePt5 (en-US):line:0bebb1c,SPY_ChefsCasePt5 (en-US),NEW_es_SPY_ChefsCasePt5,line:0bebb1c,YoungSandy,"Обычно у тебя были бы основания, повар."
dialogue:SPY_ChefsCasePt5 (en-US):line:095acee,SPY_ChefsCasePt5 (en-US),NEW_es_SPY_ChefsCasePt5,line:095acee,YoungEel,Но это прямо написано в твоих же рекомендациях по питанию.
dialogue:SPY_ChefsCasePt5 (en-US):line:0f7cfaa,SPY_ChefsCasePt5 (en-US),NEW_es_SPY_ChefsCasePt5,line:0f7cfaa,YoungEel,"«<i>Мясо</i> также включает птицу, морепродукты и ракообразных»."
dialogue:SPY_ChefsCasePt5 (en-US):line:01fd3c1,SPY_ChefsCasePt5 (en-US),NEW_es_SPY_ChefsCasePt5,line:01fd3c1,Guy,"Папа Римский, пожалуй, был бы не согласен..."
dialogue:SPY_ChefsCasePt5 (en-US):line:0ad01be,SPY_ChefsCasePt5 (en-US),NEW_es_SPY_ChefsCasePt5,line:0ad01be,Chef,"Ладно, ребята. Вы меня поймали. Я готовил этот фарш для особого рецепта."
dialogue:SPY_ChefsCasePt5 (en-US):line:06ffa8f,SPY_ChefsCasePt5 (en-US),NEW_es_SPY_ChefsCasePt5,line:06ffa8f,Chef,Но я сделал это ради вашего же блага. Поверьте мне.
dialogue:SPY_ChefsCasePt5 (en-US):line:001e121,SPY_ChefsCasePt5 (en-US),NEW_es_SPY_ChefsCasePt5,line:001e121,YoungSandy,"Прости, повар. В этот раз мы не можем верить тебе на слово."
dialogue:SPY_ChefsCasePt5 (en-US):line:09de6c4,SPY_ChefsCasePt5 (en-US),NEW_es_SPY_ChefsCasePt5,line:09de6c4,YoungEel,"Как нам доверять тому, кто лжёт о морепродуктах? Что ещё ты от нас скрываешь прямо у нас под носом?"
dialogue:SPY_ChefsCasePt5 (en-US):line:09b2d62,SPY_ChefsCasePt5 (en-US),NEW_es_SPY_ChefsCasePt5,line:09b2d62,YoungEel,"Может, что-то в том твоём портфеле..?"
dialogue:SPY_ChefsCasePt6 (en-US):line:01c8640,SPY_ChefsCasePt6 (en-US),NEW_es_SPY_ChefsCasePt6,line:01c8640,Horatio,"Погоди, это не яд. Это... рецепт... корма для акул!?"
dialogue:SPY_ChefsCasePt6 (en-US):line:0d40109,SPY_ChefsCasePt6 (en-US),NEW_es_SPY_ChefsCasePt6,line:0d40109,Horatio,Ты... накормил моих акул <i>до</i> Комнаты соперников? Как они тогда собирались есть учеников?!
dialogue:SPY_ChefsCasePt6 (en-US):line:04e1ada,SPY_ChefsCasePt6 (en-US),NEW_es_SPY_ChefsCasePt6,line:04e1ada,Chef,"Прости, директор. У меня не было выбора. Но вот что происходит, когда режут бюджет."
dialogue:SPY_ChefsCasePt6 (en-US):line:071a18a,SPY_ChefsCasePt6 (en-US),NEW_es_SPY_ChefsCasePt6,line:071a18a,Horatio,Ты несёшь полную чушь!!! Комната соперников была полностью профинансирована! Я лично за этим следил.
dialogue:SPY_ChefsCasePt6 (en-US):line:026db49,SPY_ChefsCasePt6 (en-US),NEW_es_SPY_ChefsCasePt6,line:026db49,Horatio,"И хватит меня отвлекать — этот фарш был для отравленных бургеров, а не для головоломок! Что ты несёшь?!"
dialogue:SPY_ChefsCasePt6 (en-US):line:0e4d66b,SPY_ChefsCasePt6 (en-US),NEW_es_SPY_ChefsCasePt6,line:0e4d66b,Chef,"Ты такой узколобый, Горацио..."
dialogue:SPY_ChefsCasePt6 (en-US):line:0e83107,SPY_ChefsCasePt6 (en-US),NEW_es_SPY_ChefsCasePt6,line:0e83107,Chef,"Ил, Сэнди, я уверен, что <i>вы</i> понимаете, что происходит."
dialogue:SPY_ChefsCasePt7 (en-US):line:0b3551d,SPY_ChefsCasePt7 (en-US),NEW_es_SPY_ChefsCasePt7,line:0b3551d,YoungEel,"Оказывается, в Комнате соперников нам не грозила такая опасность, как мы думали."
dialogue:SPY_ChefsCasePt7 (en-US):line:0e511d4,SPY_ChefsCasePt7 (en-US),NEW_es_SPY_ChefsCasePt7,line:0e511d4,YoungEel,"Думаю, уснувшая акула гораздо безопаснее голодной."
dialogue:SPY_ChefsCasePt7 (en-US):line:061ec2c,SPY_ChefsCasePt7 (en-US),NEW_es_SPY_ChefsCasePt7,line:061ec2c,YoungSandy,"Ты... сделал всё это, чтобы защитить нас, повар?"
dialogue:SPY_ChefsCasePt7 (en-US):line:08c3733,SPY_ChefsCasePt7 (en-US),NEW_es_SPY_ChefsCasePt7,line:08c3733,Chef,"Да. И без бюджета на безопасность это не первый раз, когда мне приходится выкручиваться, чтобы уберечь вас, ребята."
dialogue:SPY_ChefsCasePt7 (en-US):line:0fbb414,SPY_ChefsCasePt7 (en-US),NEW_es_SPY_ChefsCasePt7,line:0fbb414,Horatio,"Повар, как бы это сказать... Ты..."
dialogue:SPY_ChefsCasePt7 (en-US):line:0fc76fc,SPY_ChefsCasePt7 (en-US),NEW_es_SPY_ChefsCasePt7,line:0fc76fc,Horatio,Всё ещё мой самый ненавистный сотрудник.
dialogue:SPY_ChefsCasePt7 (en-US):line:03b38bc,SPY_ChefsCasePt7 (en-US),NEW_es_SPY_ChefsCasePt7,line:03b38bc,Horatio,"Но похоже, твоё ведро с приманкой <i>не было</i> тем ядовитым оружием, которого я боялся."
dialogue:SPY_ChefsCasePt7 (en-US):line:07b94d5,SPY_ChefsCasePt7 (en-US),NEW_es_SPY_ChefsCasePt7,line:07b94d5,Horatio,И это не помогает мне ответить на более важный вопрос...
dialogue:SPY_ChefsCasePt7 (en-US):line:02266a3,SPY_ChefsCasePt7 (en-US),NEW_es_SPY_ChefsCasePt7,line:02266a3,Horatio,<i>Кто чёрт возьми пытается меня убить?!</i>
dialogue:SPY_GuyCasePt1 (en-US):line:0725252,SPY_GuyCasePt1 (en-US),NEW_es_SPY_GuyCasePt1,line:0725252,Horatio,Профессор Гай Гисборн...
dialogue:SPY_GuyCasePt1 (en-US):line:09b613a,SPY_GuyCasePt1 (en-US),NEW_es_SPY_GuyCasePt1,line:09b613a,Horatio,Предательство высшего порядка! Мой лучший друг ударил меня в спину!
dialogue:SPY_GuyCasePt1 (en-US):line:0ec2426,SPY_GuyCasePt1 (en-US),NEW_es_SPY_GuyCasePt1,line:0ec2426,Horatio,"Но, полагаю, для <i>хитрого плута</i> это обычный день."
dialogue:SPY_GuyCasePt1 (en-US):line:0db07f1,SPY_GuyCasePt1 (en-US),NEW_es_SPY_GuyCasePt1,line:0db07f1,Horatio,"Он мог открыть любой замок на территории, не оставив следов…"
dialogue:SPY_GuyCasePt1 (en-US):line:0301e1f,SPY_GuyCasePt1 (en-US),NEW_es_SPY_GuyCasePt1,line:0301e1f,Horatio,"И, если подумать, у Гая есть веские причины желать мне <i>смерти!</i>"
dialogue:SPY_GuyCasePt1 (en-US):line:0c0499e,SPY_GuyCasePt1 (en-US),NEW_es_SPY_GuyCasePt1,line:0c0499e,Horatio,Посмотрите на это <i>разрушительное доказательство!</i>
dialogue:SPY_GuyCasePt1 (en-US):line:000e78d,SPY_GuyCasePt1 (en-US),NEW_es_SPY_GuyCasePt1,line:000e78d,Horatio,<i>Псс... Сандра! Ил! Ваша очередь. Давайте разоблачим этого</i> обольстителя<i>.</i>
dialogue:SPY_GuyCasePt2 (en-US):line:03fce29,SPY_GuyCasePt2 (en-US),NEW_es_SPY_GuyCasePt2,line:03fce29,Horatio,Именно! В случае моей смерти Гай станет моим преемником. Ну и клише же ты оказался.
dialogue:SPY_GuyCasePt2 (en-US):line:0abf403,SPY_GuyCasePt2 (en-US),NEW_es_SPY_GuyCasePt2,line:0abf403,Horatio,Я немедленно снимаю тебя с рассмотрения!
dialogue:SPY_GuyCasePt2 (en-US):line:005478c,SPY_GuyCasePt2 (en-US),NEW_es_SPY_GuyCasePt2,line:005478c,Guy,"Горацио, не спеши с выводами! Мы дружим с того дня, как я сюда поступил! Подумай!"
dialogue:SPY_GuyCasePt2 (en-US):line:03a3811,SPY_GuyCasePt2 (en-US),NEW_es_SPY_GuyCasePt2,line:03a3811,Guy,Эти клеветнические измышления — чистый бред.
dialogue:SPY_GuyCasePt2 (en-US):line:0faff02,SPY_GuyCasePt2 (en-US),NEW_es_SPY_GuyCasePt2,line:0faff02,Horatio,Бред? Тогда как ты объяснишь <i>это!</i>
dialogue:SPY_GuyCasePt3 (en-US):line:03f5bef,SPY_GuyCasePt3 (en-US),NEW_es_SPY_GuyCasePt3,line:03f5bef,,"«1 октября 1954 г. Подготовка к операции Ratio завершена. Да, 11/5 станет моим шедевром». — ГГ"
dialogue:SPY_GuyCasePt3 (en-US):line:069567c,SPY_GuyCasePt3 (en-US),NEW_es_SPY_GuyCasePt3,line:069567c,Horatio,"Чёрт возьми, Гай. Ты мог бы и подписать признание, а потом просто ткнуть им мне в лицо! И что самое главное..."
dialogue:SPY_GuyCasePt3 (en-US):line:065da82,SPY_GuyCasePt3 (en-US),NEW_es_SPY_GuyCasePt3,line:065da82,Horatio,"Сегодня 5 ноября! <size=0.85em>(Ого, неделя пролетела незаметно…)</size> Если бы я не созвал этот суд, ты бы попытался довести дело до конца!"
dialogue:SPY_GuyCasePt3 (en-US):line:048c1df,SPY_GuyCasePt3 (en-US),NEW_es_SPY_GuyCasePt3,line:048c1df,Guy,"Горацио, не горячись, дружище. У всего этого есть совершенно невинное объяснение."
dialogue:SPY_GuyCasePt3 (en-US):line:063b088,SPY_GuyCasePt3 (en-US),NEW_es_SPY_GuyCasePt3,line:063b088,Guy,"Никому не секрет, что Горацио и я — хорошие друзья."
dialogue:SPY_GuyCasePt3 (en-US):line:01aa239,SPY_GuyCasePt3 (en-US),NEW_es_SPY_GuyCasePt3,line:01aa239,Horatio,<i>Были.</i>
dialogue:SPY_GuyCasePt3 (en-US):line:0821013,SPY_GuyCasePt3 (en-US),NEW_es_SPY_GuyCasePt3,line:0821013,Guy,Именно поэтому я планировал устроить ему сюрприз-вечеринку на день рождения!
dialogue:SPY_GuyCasePt3 (en-US):line:0ec744a,SPY_GuyCasePt3 (en-US),NEW_es_SPY_GuyCasePt3,line:0ec744a,Guy,5 ноября <i>никогда</i> не было планом убийства.
dialogue:SPY_GuyCasePt3 (en-US):line:03b4bc2,SPY_GuyCasePt3 (en-US),NEW_es_SPY_GuyCasePt3,line:03b4bc2,YoungEel,"В том, что только что сказал Гисборн, что-то не сходится..."
dialogue:SPY_GuyCasePt3 (en-US):line:009e60f,SPY_GuyCasePt3 (en-US),NEW_es_SPY_GuyCasePt3,line:009e60f,YoungSandy,Я с этим согласна...
dialogue:SPY_GuyCasePt4 (en-US):line:0c5b9e6,SPY_GuyCasePt4 (en-US),NEW_es_SPY_GuyCasePt4,line:0c5b9e6,YoungEel,"Эй, Гисборн! По-твоему, Горацио — твой «лучший дружок», верно?"
dialogue:SPY_GuyCasePt4 (en-US):line:0e77259,SPY_GuyCasePt4 (en-US),NEW_es_SPY_GuyCasePt4,line:0e77259,Guy,Да..?
dialogue:SPY_GuyCasePt4 (en-US):line:01a338f,SPY_GuyCasePt4 (en-US),NEW_es_SPY_GuyCasePt4,line:01a338f,YoungSandy,"Тогда зачем ты планировал операцию «Рейо» на ноябрь, если день рождения директора в <i>мае?</i>"
dialogue:SPY_GuyCasePt4 (en-US):line:0efdebb,SPY_GuyCasePt4 (en-US),NEW_es_SPY_GuyCasePt4,line:0efdebb,Guy,"Ах, ну, видите--"
dialogue:SPY_GuyCasePt4 (en-US):line:0a32836,SPY_GuyCasePt4 (en-US),NEW_es_SPY_GuyCasePt4,line:0a32836,Horatio,"Непрощаемо! Все знают, что мой день рождения в мае — это трудно пропустить!"
dialogue:SPY_GuyCasePt4 (en-US):line:0ef6805,SPY_GuyCasePt4 (en-US),NEW_es_SPY_GuyCasePt4,line:0ef6805,Guy,"Очевидно, я перепутал даты."
dialogue:SPY_GuyCasePt4 (en-US):line:0a32cd5,SPY_GuyCasePt4 (en-US),NEW_es_SPY_GuyCasePt4,line:0a32cd5,Horatio,Перепутал даты!?
dialogue:SPY_GuyCasePt4 (en-US):line:0c2e0dc,SPY_GuyCasePt4 (en-US),NEW_es_SPY_GuyCasePt4,line:0c2e0dc,Guy,"Ну, я только что вернулся из поездки в Англию, понимаете."
dialogue:SPY_GuyCasePt4 (en-US):line:08ec240,SPY_GuyCasePt4 (en-US),NEW_es_SPY_GuyCasePt4,line:08ec240,Guy,"За океаном мы записываем даты иначе, чем у вас."
dialogue:SPY_GuyCasePt4 (en-US):line:0045221,SPY_GuyCasePt4 (en-US),NEW_es_SPY_GuyCasePt4,line:0045221,Guy,11/5? 5/11? Безобидная ошибка!
dialogue:SPY_GuyCasePt5 (en-US):line:0b9bc01,SPY_GuyCasePt5 (en-US),NEW_es_SPY_GuyCasePt5,line:0b9bc01,YoungSandy,"Профессор Гисборн, вы, должно быть, имеете в виду «Операцию Герцогиня»?"
dialogue:SPY_GuyCasePt5 (en-US):line:03c8d68,SPY_GuyCasePt5 (en-US),NEW_es_SPY_GuyCasePt5,line:03c8d68,Guy,"Очень проницательно, Сандра. «Операция Герцогиня» действительно прошла успешно."
dialogue:SPY_GuyCasePt5 (en-US):line:0d866d2,SPY_GuyCasePt5 (en-US),NEW_es_SPY_GuyCasePt5,line:0d866d2,YoungEel,Опять грязная ложь!
dialogue:SPY_GuyCasePt5 (en-US):line:0d78875,SPY_GuyCasePt5 (en-US),NEW_es_SPY_GuyCasePt5,line:0d78875,Guy,"Следи за речью, Ил!"
dialogue:SPY_GuyCasePt5 (en-US):line:0a29891,SPY_GuyCasePt5 (en-US),NEW_es_SPY_GuyCasePt5,line:0a29891,YoungSandy,"Он прав, профессор. «Операцию Герцогиня» отменили! Думаю, вы всё это время были в Академии и планировали что-то <i>более масштабное</i>."
dialogue:SPY_GuyCasePt5 (en-US):line:05c01c4,SPY_GuyCasePt5 (en-US),NEW_es_SPY_GuyCasePt5,line:05c01c4,YoungEel,"Раз уж мы на волне... Я бы поспорил, что вы держите эти планы при себе."
dialogue:SPY_GuyCasePt5 (en-US):line:05cc5a4,SPY_GuyCasePt5 (en-US),NEW_es_SPY_GuyCasePt5,line:05cc5a4,YoungEel,Почему бы вам не позволить нам заглянуть в ваш портфель?
dialogue:SPY_GuyCasePt6 (en-US):line:0f12271,SPY_GuyCasePt6 (en-US),NEW_es_SPY_GuyCasePt6,line:0f12271,Horatio,«Операция Доля» была планом ограбить... <i>меня</i>!?
dialogue:SPY_GuyCasePt6 (en-US):line:074f2ae,SPY_GuyCasePt6 (en-US),NEW_es_SPY_GuyCasePt6,line:074f2ae,Horatio,"Меня?! Твоего лучшего друга в мире?! Я так разочарован! Ты же был моей правой рукой, Гай!"
dialogue:SPY_GuyCasePt6 (en-US):line:00e42de,SPY_GuyCasePt6 (en-US),NEW_es_SPY_GuyCasePt6,line:00e42de,Guy,"Не пойми меня неправильно, но для меня ты скорее... коллега? Который, как выяснилось, без нужды богат. Ничего личного, приятель."
dialogue:SPY_GuyCasePt6 (en-US):line:00fee70,SPY_GuyCasePt6 (en-US),NEW_es_SPY_GuyCasePt6,line:00fee70,Guy,"Всё равно жаль. Я бы мог и на пенсию уйти после этого дела... но, похоже, судьба распорядилась иначе."
dialogue:SPY_GuyCasePt6 (en-US):line:05b5bb7,SPY_GuyCasePt6 (en-US),NEW_es_SPY_GuyCasePt6,line:05b5bb7,Chef,"Судя по твоей репутации, ты мог бы уже десять раз выйти на пенсию."
dialogue:SPY_GuyCasePt6 (en-US):line:01e16f7,SPY_GuyCasePt6 (en-US),NEW_es_SPY_GuyCasePt6,line:01e16f7,YoungSandy,"Не совсем. Профессор Гисборн «инвестировал» свои доходы куда-то ещё, не так ли, профессор?"
dialogue:SPY_GuyCasePt6b (en-US):line:0f4981d,SPY_GuyCasePt6b (en-US),NEW_es_SPY_GuyCasePt6b,line:0f4981d,Horatio,"Да, это и есть «Операция Доля»."
dialogue:SPY_GuyCasePt6b (en-US):line:0e7e05b,SPY_GuyCasePt6b (en-US),NEW_es_SPY_GuyCasePt6b,line:0e7e05b,Horatio,Но там столько зачёркнуто. Я не могу ничего понять.
dialogue:SPY_GuyCasePt6b (en-US):line:0f2dbd5,SPY_GuyCasePt6b (en-US),NEW_es_SPY_GuyCasePt6b,line:0f2dbd5,YoungEel,"Этого документа недостаточно. Нам нужно показать директору <i>точно</i>, что это значит."
dialogue:SPY_GuyCasePt7 (en-US):line:01a893f,SPY_GuyCasePt7 (en-US),NEW_es_SPY_GuyCasePt7,line:01a893f,Chef,"Воровать у богатых, чтобы дать бедным? Я впечатлён."
dialogue:SPY_GuyCasePt7 (en-US):line:0a1dd62,SPY_GuyCasePt7 (en-US),NEW_es_SPY_GuyCasePt7,line:0a1dd62,YoungSandy,И каждый доллар учтён.
dialogue:SPY_GuyCasePt7 (en-US):line:00425c0,SPY_GuyCasePt7 (en-US),NEW_es_SPY_GuyCasePt7,line:00425c0,Horatio,"Ну... не могу не признать, что твои намерения были благородны. Но, Гай, к маю..."
dialogue:SPY_GuyCasePt7 (en-US):line:0f91551,SPY_GuyCasePt7 (en-US),NEW_es_SPY_GuyCasePt7,line:0f91551,Horatio,Ты мне должен просто легендарную вечеринку по случаю дня рождения.
dialogue:SPY_GuyCasePt7 (en-US):line:00c8276,SPY_GuyCasePt7 (en-US),NEW_es_SPY_GuyCasePt7,line:00c8276,Horatio,Но один вопрос всё ещё не даёт мне покоя...
dialogue:SPY_GuyCasePt7 (en-US):line:099e840,SPY_GuyCasePt7 (en-US),NEW_es_SPY_GuyCasePt7,line:099e840,Horatio,<i>Кто чёрт возьми пытается меня убить?!</i>
dialogue:SPY_Intro (en-US):line:0a3e224,SPY_Intro (en-US),NEW_es_SPY_Intro,line:0a3e224,Horatio,"Спасибо, что откликнулись на моё приглашение. Я понимаю, что у вас плотный график, и не хочу вас задерживать. Но..."
dialogue:SPY_Intro (en-US):line:01056de,SPY_Intro (en-US),NEW_es_SPY_Intro,line:01056de,Horatio,"<i>Один из вас, сумасшедших, пытался меня убить!!</i>"
dialogue:SPY_Intro (en-US):line:047258c,SPY_Intro (en-US),NEW_es_SPY_Intro,line:047258c,Mads,"Я знала! Я была уверена, что моя работа над этой ракетой была безупречной."
dialogue:SPY_Intro (en-US):line:066943c,SPY_Intro (en-US),NEW_es_SPY_Intro,line:066943c,Chef,"Это ужасно! Это значит, что яд в еде предназначался для тебя?!"
dialogue:SPY_Intro (en-US):line:0543eb2,SPY_Intro (en-US),NEW_es_SPY_Intro,line:0543eb2,Guy,А затопление в хранилище было...
dialogue:SPY_Intro (en-US):line:0b9271b,SPY_Intro (en-US),NEW_es_SPY_Intro,line:0b9271b,Horatio,"Я знаю, что это было! Неудачный переворот!"
dialogue:SPY_Intro (en-US):line:036e06f,SPY_Intro (en-US),NEW_es_SPY_Intro,line:036e06f,Horatio,"И никто не покинет эту чёртову комнату, пока мы не выясним, кто за этим стоит!!"
dialogue:SPY_Intro (en-US):line:0669b0a,SPY_Intro (en-US),NEW_es_SPY_Intro,line:0669b0a,Horatio,На это не уйдёт много времени...
dialogue:SPY_Intro (en-US):line:086e855,SPY_Intro (en-US),NEW_es_SPY_Intro,line:086e855,Horatio,"Смотрите, пока один из вас замышлял мою гибель, я поручил двум своим лучшим ученикам раскрыть это дело."
dialogue:SPY_Intro (en-US):line:0f93c48,SPY_Intro (en-US),NEW_es_SPY_Intro,line:0f93c48,Horatio,Они наблюдали за вами всё это время!
dialogue:SPY_Intro (en-US):line:09070f3,SPY_Intro (en-US),NEW_es_SPY_Intro,line:09070f3,YoungSandy,"Простите за обман, профессора."
dialogue:SPY_Intro (en-US):line:0f0802b,SPY_Intro (en-US),NEW_es_SPY_Intro,line:0f0802b,YoungEel,Мы не извиняемся. Один из вас отправится в тюрьму!
dialogue:SPY_Intro (en-US):line:09112b1,SPY_Intro (en-US),NEW_es_SPY_Intro,line:09112b1,Horatio,"Вот это дух! Мои два звёздных детектива вас перехитрили! Они знают <i>точно</i>, чем вы занимались!"
dialogue:SPY_Intro (en-US):line:0194bfe,SPY_Intro (en-US),NEW_es_SPY_Intro,line:0194bfe,Horatio,"<size=0.7em>(Господи, скажите мне, что вы уже поняли, что происходит.)</size>"
dialogue:SPY_MadsCasePt1 (en-US):line:005a7b8,SPY_MadsCasePt1 (en-US),NEW_es_SPY_MadsCasePt1,line:005a7b8,Horatio,Профессор Мэделин Монстронг.
dialogue:SPY_MadsCasePt1 (en-US):line:038df56,SPY_MadsCasePt1 (en-US),NEW_es_SPY_MadsCasePt1,line:038df56,Horatio,"Думаю, это не должно вас удивлять — она единственная, кто меня ненавидит! Это объясняет всё."
dialogue:SPY_MadsCasePt1 (en-US):line:0b90735,SPY_MadsCasePt1 (en-US),NEW_es_SPY_MadsCasePt1,line:0b90735,Horatio,"И всё началось в Комнате соперников — Мэдс построила весь этот курс, чёрт возьми!"
dialogue:SPY_MadsCasePt1 (en-US):line:0520052,SPY_MadsCasePt1 (en-US),NEW_es_SPY_MadsCasePt1,line:0520052,Horatio,"Её отпечатки повсюду — и в прямом, и в переносном смысле."
dialogue:SPY_MadsCasePt1 (en-US):line:010f4db,SPY_MadsCasePt1 (en-US),NEW_es_SPY_MadsCasePt1,line:010f4db,Horatio,"И я клянусь, что видел, как она улыбалась, когда мой пьедестал начал опрокидываться..."
dialogue:SPY_MadsCasePt1 (en-US):line:0e5499e,SPY_MadsCasePt1 (en-US),NEW_es_SPY_MadsCasePt1,line:0e5499e,Horatio,Но зачем она это сделала? Посмотрите на эти <i>неопровержимые улики!</i>
dialogue:SPY_MadsCasePt1 (en-US):line:000e78d,SPY_MadsCasePt1 (en-US),NEW_es_SPY_MadsCasePt1,line:000e78d,Horatio,<i>Тсс... Сандра! Ил! Ваша очередь. Давайте прикончим этого</i> монстра<i>.</i>
dialogue:SPY_MadsCasePt2 (en-US):line:0d6ab28,SPY_MadsCasePt2 (en-US),NEW_es_SPY_MadsCasePt2,line:0d6ab28,Horatio,"Ну-ну... разве это не <i>компрометирует</i> тебя, Мэделин? Ты <i>действительно</i> постоянно выдвигаешь чудаческие требования."
dialogue:SPY_MadsCasePt2 (en-US):line:0a7c157,SPY_MadsCasePt2 (en-US),NEW_es_SPY_MadsCasePt2,line:0a7c157,Horatio,"Общественный фонтан? Лифт для еды? Отпуск? Да ну, это всё просто абсурд!"
dialogue:SPY_MadsCasePt2 (en-US):line:0cd1cbd,SPY_MadsCasePt2 (en-US),NEW_es_SPY_MadsCasePt2,line:0cd1cbd,Horatio,"Но, конечно, ты хотела избавиться от меня! Без директора и с неограниченным отпуском ты была бы свободна строить что угодно, когда угодно!"
dialogue:SPY_MadsCasePt2 (en-US):line:03b178e,SPY_MadsCasePt2 (en-US),NEW_es_SPY_MadsCasePt2,line:03b178e,Horatio,"Итак. Что, чёрт возьми, ты можешь сказать в свою защиту?"
dialogue:SPY_MadsCasePt2 (en-US):line:046c0c4,SPY_MadsCasePt2 (en-US),NEW_es_SPY_MadsCasePt2,line:046c0c4,Mads,"Ну. Часть этого правда. Здесь было бы гораздо лучше, если бы ты не мешал всем работать, Горацио."
dialogue:SPY_MadsCasePt2 (en-US):line:0b40fa0,SPY_MadsCasePt2 (en-US),NEW_es_SPY_MadsCasePt2,line:0b40fa0,Chef,Мэделин..!
dialogue:SPY_MadsCasePt2 (en-US):line:0d8c432,SPY_MadsCasePt2 (en-US),NEW_es_SPY_MadsCasePt2,line:0d8c432,Mads,"Но мысль о том, что я прибегну к убийству, абсурдна. Ты... просто не стоишь таких усилий."
dialogue:SPY_MadsCasePt2 (en-US):line:0d77e97,SPY_MadsCasePt2 (en-US),NEW_es_SPY_MadsCasePt2,line:0d77e97,Horatio,Ну... я... Это вряд ли поможет твоему делу!
dialogue:SPY_MadsCasePt2 (en-US):line:09aba3e,SPY_MadsCasePt2 (en-US),NEW_es_SPY_MadsCasePt2,line:09aba3e,Horatio,"Если ты действительно невиновна, как ты объяснишь... это!?"
dialogue:SPY_MadsCasePt3 (en-US):line:0a785fd,SPY_MadsCasePt3 (en-US),NEW_es_SPY_MadsCasePt3,line:0a785fd,Guy,"Чёрт, это ведь..."
dialogue:SPY_MadsCasePt3 (en-US):line:0337c24,SPY_MadsCasePt3 (en-US),NEW_es_SPY_MadsCasePt3,line:0337c24,Chef,Профессор Монстронг возится с перекладиной Горацио в комнате соперников!
dialogue:SPY_MadsCasePt3 (en-US):line:077a6d1,SPY_MadsCasePt3 (en-US),NEW_es_SPY_MadsCasePt3,line:077a6d1,Mads,*Вздыхает*
dialogue:SPY_MadsCasePt3 (en-US):line:0895cc9,SPY_MadsCasePt3 (en-US),NEW_es_SPY_MadsCasePt3,line:0895cc9,Mads,"Да, это я. Но это далеко не доказательство того, что я убийца."
dialogue:SPY_MadsCasePt3 (en-US):line:0c5c882,SPY_MadsCasePt3 (en-US),NEW_es_SPY_MadsCasePt3,line:0c5c882,Horatio,"Я сам буду судить об этом! Объясни это крайне подозрительное поведение <i>немедленно</i>, Мэделин."
dialogue:SPY_MadsCasePt3 (en-US):line:0265d2a,SPY_MadsCasePt3 (en-US),NEW_es_SPY_MadsCasePt3,line:0265d2a,Mads,"Ладно. Но я просто терплю, чтобы поскорее выбраться отсюда и вернуться в свою мастерскую."
dialogue:SPY_MadsCasePt3 (en-US):line:03fc162,SPY_MadsCasePt3 (en-US),NEW_es_SPY_MadsCasePt3,line:03fc162,Mads,"Да, в день большого события я пробралась в арену."
dialogue:SPY_MadsCasePt3 (en-US):line:009caaf,SPY_MadsCasePt3 (en-US),NEW_es_SPY_MadsCasePt3,line:009caaf,Mads,"Весь маршрут был перенасыщен препятствиями, а у меня заканчивались материалы."
dialogue:SPY_MadsCasePt3 (en-US):line:0171b07,SPY_MadsCasePt3 (en-US),NEW_es_SPY_MadsCasePt3,line:0171b07,Mads,Я всего лишь одолжила пару болтов. В чём проблема?
dialogue:SPY_MadsCasePt3 (en-US):line:0ff5a87,SPY_MadsCasePt3 (en-US),NEW_es_SPY_MadsCasePt3,line:0ff5a87,YoungEel,В словах Монстронг что-то не сходится…
dialogue:SPY_MadsCasePt3 (en-US):line:06fcbc6,SPY_MadsCasePt3 (en-US),NEW_es_SPY_MadsCasePt3,line:06fcbc6,YoungSandy,"Думаю, ты прав, Ил."
dialogue:SPY_MadsCasePt4 (en-US):line:08dcc17,SPY_MadsCasePt4 (en-US),NEW_es_SPY_MadsCasePt4,line:08dcc17,YoungSandy,"Профессор Монстронг, вы взяли гораздо больше, чем «пару болтов», и у нас есть доказательства!"
dialogue:SPY_MadsCasePt4 (en-US):line:02ab725,SPY_MadsCasePt4 (en-US),NEW_es_SPY_MadsCasePt4,line:02ab725,YoungEel,Посмотрите на этот список деталей. Для инженера это не очень-то грамотный расчёт.
