segment_id,asset_name,target_asset_es,cue_number,translation_ru
subtitle:Jeb_DIM_PrizeisJeb:1,Jeb_DIM_PrizeisJeb,Jeb_DIM_PrizeisJeb_es,1,[ДЖЕБ] Ты выиграл! И приз — Джеб Джеберсон!
subtitle:Jeb_DIM_ReadytoShatter:1,Jeb_DIM_ReadytoShatter,Jeb_DIM_ReadytoShatter_es,1,[ДЖЕБ] Эта штука вот-вот разлетится! Ещё чуть-чуть!
subtitle:Jeb_DIM_SeeYaLaser:1,Jeb_DIM_SeeYaLaser,Jeb_DIM_SeeYaLaser_es,1,"[ДЖЕБ] Пока-пока, лазер!"
subtitle:Jeb_DIM_SmashtoSmithereens:1,Jeb_DIM_SmashtoSmithereens,Jeb_DIM_SmashtoSmithereens_es,1,[ДЖЕБ] Ладно! Разнесём эту штуку в пух и прах!
subtitle:Jeb_DIM_SoMuchJuice:1,Jeb_DIM_SoMuchJuice,Jeb_DIM_SoMuchJuice_es,1,[ДЖЕБ] Столько сока! Откуда он только берётся?!
subtitle:Jeb_DIM_StandingonLandmine:1,Jeb_DIM_StandingonLandmine,Jeb_DIM_StandingonLandmine_es,1,"[ДЖЕБ] Куда я... ой, нет! Я стою на мине."
subtitle:Jeb_DIM_StandingonLandmine:2,Jeb_DIM_StandingonLandmine,Jeb_DIM_StandingonLandmine_es,2,Вот везение!
subtitle:Jeb_DIM_SwornIWasGoner:1,Jeb_DIM_SwornIWasGoner,Jeb_DIM_SwornIWasGoner_es,1,"[ДЖЕБ] Я клянусь, там я уже был покойник!"
subtitle:Jeb_DIM_TrappedInTube:1,Jeb_DIM_TrappedInTube,Jeb_DIM_TrappedInTube_es,1,"[ДЖЕБ] Чт... ой, нет! Я застрял в трубе! Мой самый нелюбимый вид цилиндра!"
subtitle:Jeb_DIM_WatchItCowboy:1,Jeb_DIM_WatchItCowboy,Jeb_DIM_WatchItCowboy_es,1,"[ДЖЕБ] Аккуратнее с этой штукой, ковбой!"
subtitle:Jeb_DIM_WereBack:1,Jeb_DIM_WereBack,Jeb_DIM_WereBack_es,1,[ДЖЕБ] Чт!! Снова здесь?! Как это всё работает?!
subtitle:Jeb_DIM_WereBackBaby:1,Jeb_DIM_WereBackBaby,Jeb_DIM_WereBackBaby_es,1,[ДЖЕБ] Эй! Мы вернулись!
subtitle:Jeb_DIM_WereImmortal:1,Jeb_DIM_WereImmortal,Jeb_DIM_WereImmortal_es,1,"[ДЖЕБ] Это значит, что мы бессмертны??"
subtitle:Jeb_FLY_CarefulWithCrates:1,Jeb_FLY_CarefulWithCrates,Jeb_FLY_CarefulWithCrates_es,1,[ДЖЕБ] Аккуратнее с ящиками сзади!
subtitle:Jeb_FLY_CarefulWithCrates:2,Jeb_FLY_CarefulWithCrates,Jeb_FLY_CarefulWithCrates_es,2,В одном из них только солнцезащитный крем!
subtitle:Jeb_FLY_ComingInHot:1,Jeb_FLY_ComingInHot,Jeb_FLY_ComingInHot_es,1,[ДЖЕБ] Мы падаем слишком быстро! Слишком быстро!!
subtitle:Jeb_FLY_DontTurnOff:1,Jeb_FLY_DontTurnOff,Jeb_FLY_DontTurnOff_es,1,"[ДЖЕБ] Ой-ой, не выключай всё! Мы погибнем!"
subtitle:Jeb_FLY_FuelErUp:1,Jeb_FLY_FuelErUp,Jeb_FLY_FuelErUp_es,1,[ДЖЕБ] Давай заправляться! Пора уходить!
subtitle:Jeb_FLY_GetToEjector:1,Jeb_FLY_GetToEjector,Jeb_FLY_GetToEjector_es,1,[ДЖЕБ] Всё в порядке — автопилот включён!
subtitle:Jeb_FLY_GetToEjector:2,Jeb_FLY_GetToEjector,Jeb_FLY_GetToEjector_es,2,Бегите к зоне катапультирования!
subtitle:Jeb_FLY_GottaGetFuel:1,Jeb_FLY_GottaGetFuel,Jeb_FLY_GottaGetFuel_es,1,"[ДЖЕБ] Топливо, топливо — нам нужно это топливо!"
subtitle:Jeb_FLY_HelpMeOut:1,Jeb_FLY_HelpMeOut,Jeb_FLY_HelpMeOut_es,1,[ДЖЕБ] Помогите мне здесь!
subtitle:Jeb_FLY_HuhGoodGravy:1,Jeb_FLY_HuhGoodGravy,Jeb_FLY_HuhGoodGravy_es,1,"[ДЖЕБ] Что?! Боже, двигатель в огне!!"
subtitle:Jeb_FLY_HuhGoodGravy:2,Jeb_FLY_HuhGoodGravy,Jeb_FLY_HuhGoodGravy_es,2,"Быстро, нужно его погасить!"
subtitle:Jeb_FLY_JustHangOn:1,Jeb_FLY_JustHangOn,Jeb_FLY_JustHangOn_es,1,"[ДЖЕБ] Давай, этот шаткий реактивный!"
subtitle:Jeb_FLY_JustHangOn:2,Jeb_FLY_JustHangOn,Jeb_FLY_JustHangOn_es,2,Продержись ещё немного!
subtitle:Jeb_FLY_KeepLookingNeed:1,Jeb_FLY_KeepLookingNeed,Jeb_FLY_KeepLookingNeed_es,1,[ДЖЕБ] Ищите дальше! Нам нужно топливо для катапульты!
subtitle:Jeb_FLY_LocksOnEverything:1,Jeb_FLY_LocksOnEverything,Jeb_FLY_LocksOnEverything_es,1,"[ДЖЕБ] Ох, почему мы ставим замки на всё?!"
subtitle:Jeb_FLY_LuggageLeftBehind:1,Jeb_FLY_LuggageLeftBehind,Jeb_FLY_LuggageLeftBehind_es,1,[ДЖЕБ] Багаж директора тоже остался!
subtitle:Jeb_FLY_OnlyPackEssentials:1,Jeb_FLY_OnlyPackEssentials,Jeb_FLY_OnlyPackEssentials_es,1,"[ДЖЕБ] Чёрт, Соланж берёт с собой только самое необходимое!"
subtitle:Jeb_FLY_OverheadCompartments:1,Jeb_FLY_OverheadCompartments,Jeb_FLY_OverheadCompartments_es,1,[ДЖЕБ] Я открыл багажные полки!
subtitle:Jeb_FLY_OverheadCompartments:2,Jeb_FLY_OverheadCompartments,Jeb_FLY_OverheadCompartments_es,2,Выровняйте нас!
subtitle:Jeb_FLY_ThatWasntPlan:1,Jeb_FLY_ThatWasntPlan,Jeb_FLY_ThatWasntPlan_es,1,[ДЖЕБ] Чт… это не по плану!! У нас закончилось топливо для катапульты!
subtitle:Jeb_FLY_ThatWasntPlan:2,Jeb_FLY_ThatWasntPlan,Jeb_FLY_ThatWasntPlan_es,2,Где-то должен быть ещё один бак!
subtitle:Jeb_FLY_Wahoo:1,Jeb_FLY_Wahoo,Jeb_FLY_Wahoo_es,1,[ДЖЕБ] Ураааа!!!
subtitle:Jeb_FLY_Wahoo_Delayed:1,Jeb_FLY_Wahoo_Delayed,,1,[ДЖЕБ] Ураааа!!!
subtitle:Jeb_FLY_WereUnbalanced:1,Jeb_FLY_WereUnbalanced,Jeb_FLY_WereUnbalanced_es,1,[ДЖЕБ] Пожар потушен… но мы потеряли равновесие!
subtitle:Jeb_FLY_WereUnbalanced+Jeb_FLY_OverheadCompartments:1,Jeb_FLY_WereUnbalanced+Jeb_FLY_OverheadCompartments,Jeb_FLY_WereUnbalanced+Jeb_FLY_OverheadCompartments_es,1,[ДЖЕБ] Пожар потушен… но мы потеряли равновесие!
subtitle:Jeb_FLY_WereUnbalanced+Jeb_FLY_OverheadCompartments:2,Jeb_FLY_WereUnbalanced+Jeb_FLY_OverheadCompartments,Jeb_FLY_WereUnbalanced+Jeb_FLY_OverheadCompartments_es,2,Я открыл багажные полки!
subtitle:Jeb_FLY_WereUnbalanced+Jeb_FLY_OverheadCompartments:3,Jeb_FLY_WereUnbalanced+Jeb_FLY_OverheadCompartments,Jeb_FLY_WereUnbalanced+Jeb_FLY_OverheadCompartments_es,3,Выровняйте нас!
subtitle:Jeb_FLY_WhereAreWe:1,Jeb_FLY_WhereAreWe,Jeb_FLY_WhereAreWe_es,1,"[ДЖЕБ] Что случилось?! Где мы, чёрт возьми?!"
subtitle:Jeb_HMO_HiJebHere:1,Jeb_HMO_HiJebHere,Jeb_HMO_HiJebHere_es,1,*Звонит телефон*
subtitle:Jeb_HMO_HiJebHere:2,Jeb_HMO_HiJebHere,Jeb_HMO_HiJebHere_es,2,"[ДЖЕБ] Алло, это Джеб! Директор Соланж, вы на линии?"
subtitle:Jeb_HMO_HiJebHere:3,Jeb_HMO_HiJebHere,Jeb_HMO_HiJebHere_es,3,"О боже, вас кто-то угрозами принуждает?"
subtitle:Jeb_HMO_HiJebHere:4,Jeb_HMO_HiJebHere,Jeb_HMO_HiJebHere_es,4,*Кладёт трубку*
subtitle:Jeb_HMO_ThisIsJeb:1,Jeb_HMO_ThisIsJeb,Jeb_HMO_ThisIsJeb_es,1,*Звонит телефон*
subtitle:Jeb_HMO_ThisIsJeb:2,Jeb_HMO_ThisIsJeb,Jeb_HMO_ThisIsJeb_es,2,"[ДЖЕБ] Это Джеб! ...Директор Соланж, это вы?"
subtitle:Jeb_HMO_ThisIsJeb:3,Jeb_HMO_ThisIsJeb,Jeb_HMO_ThisIsJeb_es,3,*Вздыхает* Дети и их телефонные шутки...
subtitle:Jeb_HMO_ThisIsJeb:4,Jeb_HMO_ThisIsJeb,Jeb_HMO_ThisIsJeb_es,4,*Кладёт трубку*
subtitle:Jeb_HMO_YouveReachedJeb:1,Jeb_HMO_YouveReachedJeb,Jeb_HMO_YouveReachedJeb_es,1,*Звонит телефон*
subtitle:Jeb_HMO_YouveReachedJeb:2,Jeb_HMO_YouveReachedJeb,Jeb_HMO_YouveReachedJeb_es,2,"[ДЖЕБ] Это Джеб! Стойте, директор Соланж?"
subtitle:Jeb_HMO_YouveReachedJeb:3,Jeb_HMO_YouveReachedJeb,Jeb_HMO_YouveReachedJeb_es,3,Разве вы не должны были провести собеседование с новичком?
subtitle:Jeb_HMO_YouveReachedJeb:4,Jeb_HMO_YouveReachedJeb,Jeb_HMO_YouveReachedJeb_es,4,*Кладёт трубку*
subtitle:Jeb_LIB_ChamberOfKnowledge:1,Jeb_LIB_ChamberOfKnowledge,Jeb_LIB_ChamberOfKnowledge_es,1,[ДЖЕБ] Не зал знаний!!
subtitle:Jeb_LIB_ChamberOfKnowledge:2,Jeb_LIB_ChamberOfKnowledge,Jeb_LIB_ChamberOfKnowledge_es,2,Как теперь кто-то что-то узнает?!
subtitle:Jeb_LIB_Coughing:1,Jeb_LIB_Coughing,Jeb_LIB_Coughing_es,1,[ДЖЕБ] *Кашляет*
subtitle:Jeb_LIB_DoorsBeenLocked:1,Jeb_LIB_DoorsBeenLocked,Jeb_LIB_DoorsBeenLocked_es,1,[ДЖЕБ] Чёрт возьми... Дверь заперта снаружи!! Нам конец!!
subtitle:Jeb_LIB_HeyThereTalk:1,Jeb_LIB_HeyThereTalk,Jeb_LIB_HeyThereTalk_es,1,"[ДЖЕБ] Эй, поговорим позже!!"
subtitle:Jeb_LIB_HotDogTwo:1,Jeb_LIB_HotDogTwo,Jeb_LIB_HotDogTwo_es,1,"[ДЖЕБ] Ого, ещё две плитки — и мы отсюда!"
subtitle:Jeb_LIB_ItsAllGonna:1,Jeb_LIB_ItsAllGonna,Jeb_LIB_ItsAllGonna_es,1,"[ДЖЕБ] Всё будет хорошо, это... *кашль, кашель*... всё будет хорошо!"
subtitle:Jeb_LIB_ItsOpeningLets:1,Jeb_LIB_ItsOpeningLets,Jeb_LIB_ItsOpeningLets_es,1,[ДЖЕБ] Дверь открывается! Пойдём отсюда!
subtitle:Jeb_LIB_OkayGoodStart:1,Jeb_LIB_OkayGoodStart,Jeb_LIB_OkayGoodStart_es,1,"[ДЖЕБ] Ладно, хороший старт. Ещё пара плиток. Мы справимся!"
subtitle:Jeb_LIB_SmellsLikeYearbooks:1,Jeb_LIB_SmellsLikeYearbooks,Jeb_LIB_SmellsLikeYearbooks_es,1,"[ДЖЕБ] О нет, пахнет так, будто горят годовые альбомы!"
subtitle:Jeb_LIB_TheArtifactChamber:1,Jeb_LIB_TheArtifactChamber,Jeb_LIB_TheArtifactChamber_es,1,[ДЖЕБ] Зал артефактов! История эскапистов рассыпается у нас на глазах!
subtitle:Jeb_LIB_TheInvertedChamber:1,Jeb_LIB_TheInvertedChamber,Jeb_LIB_TheInvertedChamber_es,1,[ДЖЕБ] Зал инверсии!
subtitle:Jeb_LIB_TheInvertedChamber:2,Jeb_LIB_TheInvertedChamber,Jeb_LIB_TheInvertedChamber_es,2,"Ну, он мне и так не нравился…"
subtitle:Jeb_LIB_TheLastTile:1,Jeb_LIB_TheLastTile,Jeb_LIB_TheLastTile_es,1,[ДЖЕБ] Последняя плитка! Наш билет на волю!
subtitle:Jeb_LIB_TheSecretExit:1,Jeb_LIB_TheSecretExit,Jeb_LIB_TheSecretExit_es,1,"[ДЖЕБ] Секретный выход… Я думал, это просто легенда Академии!"
subtitle:Jeb_LIB_TheSecretExit:2,Jeb_LIB_TheSecretExit,Jeb_LIB_TheSecretExit_es,2,Это наш путь отсюда!!
subtitle:Jeb_LIB_ThisIsIt:1,Jeb_LIB_ThisIsIt,Jeb_LIB_ThisIsIt_es,1,[ДЖЕБ] Всё… было честью!
subtitle:Jeb_LIB_WeGottaGet_Alt:1,Jeb_LIB_WeGottaGet_Alt,Jeb_LIB_WeGottaGet_Alt_es,1,[ДЖЕБ] Нам нужно отсюда выбраться!
subtitle:Jeb_LIB_WeSurvivedWish_Alt:1,Jeb_LIB_WeSurvivedWish_Alt,Jeb_LIB_WeSurvivedWish_Alt_es,1,[ДЖЕБ] Мы выжили! Хотел бы я сказать то же самое о библиотеке…
subtitle:Jeb_MSC_Angry_Alt2:1,Jeb_MSC_Angry_Alt2,Jeb_MSC_Angry_Alt2_es,1,[ДЖЕБ] *Рычит*
subtitle:Jeb_MSC_Annoyed_Alt:1,Jeb_MSC_Annoyed_Alt,Jeb_MSC_Annoyed_Alt_es,1,[ДЖЕБ] *Раздражённо рычит*
subtitle:Jeb_MSC_Bored:1,Jeb_MSC_Bored,Jeb_MSC_Bored_es,1,[ДЖЕБ] *Вздыхает от скуки*
subtitle:Jeb_MSC_BoyDoI:1,Jeb_MSC_BoyDoI,Jeb_MSC_BoyDoI_es,1,[ДЖЕБ] Ну и люблю же я Академию.
subtitle:Jeb_MSC_Bye_Alt2:1,Jeb_MSC_Bye_Alt2,Jeb_MSC_Bye_Alt2_es,1,[ДЖЕБ] Пока!
subtitle:Jeb_MSC_Chuckle:1,Jeb_MSC_Chuckle,Jeb_MSC_Chuckle_es,1,[ДЖЕБ] *Хихикает*
subtitle:Jeb_MSC_Confused_Alt2:1,Jeb_MSC_Confused_Alt2,Jeb_MSC_Confused_Alt2_es,1,[ДЖЕБ] *Озадаченно хмыкает*
subtitle:Jeb_MSC_Defiant:1,Jeb_MSC_Defiant,Jeb_MSC_Defiant_es,1,[ДЖЕБ] *Вызывающе рычит*
subtitle:Jeb_MSC_Determined:1,Jeb_MSC_Determined,Jeb_MSC_Determined_es,1,[ДЖЕБ] *Решительно рычит*
subtitle:Jeb_MSC_Dismayed:1,Jeb_MSC_Dismayed,Jeb_MSC_Dismayed_es,1,[ДЖЕБ] *Ужасается*
subtitle:Jeb_MSC_Dismissive:1,Jeb_MSC_Dismissive,Jeb_MSC_Dismissive_es,1,[ДЖЕБ] *Пренебрежительно хмыкает*
subtitle:Jeb_MSC_Gasp:1,Jeb_MSC_Gasp,Jeb_MSC_Gasp_es,1,[ДЖЕБ] *Ахает*
subtitle:Jeb_MSC_Gasp_Alt:1,Jeb_MSC_Gasp_Alt,Jeb_MSC_Gasp_Alt_es,1,[ДЖЕБ] *Ахает*
subtitle:Jeb_MSC_Happy_Alt2:1,Jeb_MSC_Happy_Alt2,Jeb_MSC_Happy_Alt2_es,1,[ДЖЕБ] *Радостно ахает*
subtitle:Jeb_MSC_HeyNow:1,Jeb_MSC_HeyNow,Jeb_MSC_HeyNow_es,1,"[ДЖЕБ] Эй, ну хватит…"
subtitle:Jeb_MSC_HeyNow_ALT:1,Jeb_MSC_HeyNow_ALT,Jeb_MSC_HeyNow_ALT_es,1,"[ДЖЕБ] Эй, ну хватит…"
subtitle:Jeb_MSC_HeyThere:1,Jeb_MSC_HeyThere,Jeb_MSC_HeyThere_es,1,[ДЖЕБ] Привет!
subtitle:Jeb_MSC_Horrified:1,Jeb_MSC_Horrified,Jeb_MSC_Horrified_es,1,[ДЖЕБ] *Ужасается*
subtitle:Jeb_MSC_Horrified_Alt2:1,Jeb_MSC_Horrified_Alt2,Jeb_MSC_Horrified_Alt2_es,1,[ДЖЕБ] Нет!
subtitle:Jeb_MSC_Hurt:1,Jeb_MSC_Hurt,Jeb_MSC_Hurt_es,1,[ДЖЕБ] *Стонет от боли*
subtitle:Jeb_MSC_Inquisitive_Alt:1,Jeb_MSC_Inquisitive_Alt,Jeb_MSC_Inquisitive_Alt_es,1,[ДЖЕБ] *Вопросительно хмыкает*
subtitle:Jeb_MSC_Investigative:1,Jeb_MSC_Investigative,Jeb_MSC_Investigative_es,1,[ДЖЕБ] *Заинтересованно хмыкает*
subtitle:Jeb_MSC_Laugh:1,Jeb_MSC_Laugh,Jeb_MSC_Laugh_es,1,[ДЖЕБ] *Смеётся*
subtitle:Jeb_MSC_LemmeOuttaHere:1,Jeb_MSC_LemmeOuttaHere,Jeb_MSC_LemmeOuttaHere_es,1,[ДЖЕБ] Вытащите меня отсюда!
subtitle:Jeb_MSC_NoWait:1,Jeb_MSC_NoWait,Jeb_MSC_NoWait_es,1,"[ДЖЕБ] Нет, подожди!!"
subtitle:Jeb_MSC_OhGeez:1,Jeb_MSC_OhGeez,Jeb_MSC_OhGeez_es,1,"[ДЖЕБ] Ох, ну и дела."
subtitle:Jeb_MSC_OhHey:1,Jeb_MSC_OhHey,Jeb_MSC_OhHey_es,1,"[ДЖЕБ] О, привет!"
subtitle:Jeb_MSC_Panicked:1,Jeb_MSC_Panicked,Jeb_MSC_Panicked_es,1,[ДЖЕБ] *Паникует*
subtitle:Jeb_MSC_PantingEffort_Alt1:1,Jeb_MSC_PantingEffort_Alt1,Jeb_MSC_PantingEffort_Alt1_es,1,[ДЖЕБ] *Хрипит от усталости*
subtitle:Jeb_MSC_Portal:1,Jeb_MSC_Portal,Jeb_MSC_Portal_es,1,[ДЖЕБ] Отпустите меня-я-я-я-я-я--
subtitle:Jeb_MSC_Portal_ALT:1,Jeb_MSC_Portal_ALT,Jeb_MSC_Portal_ALT_es,1,[ДЖЕБ] Отпустите меня-я-я-я-я-я--
subtitle:Jeb_MSC_Proud_Alt:1,Jeb_MSC_Proud_Alt,Jeb_MSC_Proud_Alt_es,1,[ДЖЕБ] *Гордо хмыкает*
subtitle:Jeb_MSC_Scared:1,Jeb_MSC_Scared,Jeb_MSC_Scared_es,1,[ДЖЕБ] *Паникует*
subtitle:Jeb_MSC_Scared_Alt3:1,Jeb_MSC_Scared_Alt3,Jeb_MSC_Scared_Alt3_es,1,[ДЖЕБ] *Паникует*
subtitle:Jeb_MSC_Scared_Alt4:1,Jeb_MSC_Scared_Alt4,Jeb_MSC_Scared_Alt4_es,1,[ДЖЕБ] *Паникует*
subtitle:Jeb_MSC_Shocked:1,Jeb_MSC_Shocked,Jeb_MSC_Shocked_es,1,[ДЖЕБ] *Восклицает от удивления*
subtitle:Jeb_MSC_Sniff_Alt4:1,Jeb_MSC_Sniff_Alt4,Jeb_MSC_Sniff_Alt4_es,1,[ДЖЕБ] *Сморкается*
subtitle:Jeb_MSC_Surprised:1,Jeb_MSC_Surprised,Jeb_MSC_Surprised_es,1,[ДЖЕБ] *Восклицает от удивления*
subtitle:Jeb_MSC_Suspicious:1,Jeb_MSC_Suspicious,Jeb_MSC_Suspicious_es,1,[ДЖЕБ] *Подозрительно хмыкает*
subtitle:Jeb_MSC_TakingCharge:1,Jeb_MSC_TakingCharge,Jeb_MSC_TakingCharge_es,1,[ДЖЕБ] *Гордо хмыкает*
subtitle:Jeb_MSC_TearsOfJoy:1,Jeb_MSC_TearsOfJoy,Jeb_MSC_TearsOfJoy_es,1,[ДЖЕБ] *Плачет от радости*
subtitle:Jeb_MSC_Terrified1:1,Jeb_MSC_Terrified1,Jeb_MSC_Terrified1_es,1,[ДЖЕБ] *В ужасе*
subtitle:Jeb_MSC_Terrified2:1,Jeb_MSC_Terrified2,Jeb_MSC_Terrified2_es,1,[ДЖЕБ] *В ужасе*
subtitle:Jeb_MSC_Title:1,Jeb_MSC_Title,Jeb_MSC_Title_es,1,[ДЖЕБ] Академия побегов: Побег с Острова Анти-Побегов!
subtitle:Jeb_MSC_Upset_Alt1:1,Jeb_MSC_Upset_Alt1,Jeb_MSC_Upset_Alt1_es,1,[ДЖЕБ] *Грустит*
subtitle:Jeb_MSC_WereAlive:1,Jeb_MSC_WereAlive,Jeb_MSC_WereAlive_es,1,[ДЖЕБ] Мы живы!!
subtitle:Jeb_MSC_WhaWhaShock:1,Jeb_MSC_WhaWhaShock,Jeb_MSC_WhaWhaShock_es,1,[ДЖЕБ] Ч... что...
subtitle:Jeb_MSC_WishlistLoveGod:1,Jeb_MSC_WishlistLoveGod,Jeb_MSC_WishlistLoveGod_es,1,"[ДЖЕБ] Внесите нас в список желаний, ради бога!"
subtitle:Jeb_RAD_AlwaysEscapeVent:1,Jeb_RAD_AlwaysEscapeVent,Jeb_RAD_AlwaysEscapeVent_es,1,"[ДЖЕБ] Вот оно, вентиляционное отверстие!"
subtitle:Jeb_RAD_AlwaysEscapeVent:2,Jeb_RAD_AlwaysEscapeVent,Jeb_RAD_AlwaysEscapeVent_es,2,Через вентиляцию можно сбежать всегда!
subtitle:Jeb_RAD_DoesToHenchmen:1,Jeb_RAD_DoesToHenchmen,Jeb_RAD_DoesToHenchmen_es,1,[ДЖЕБ] Если доктор Немет так обращается со своими приспешниками...
subtitle:Jeb_RAD_DoesToHenchmen:2,Jeb_RAD_DoesToHenchmen,Jeb_RAD_DoesToHenchmen_es,2,что она сделает с нами?!
subtitle:Jeb_RAD_DontKnowAbout:1,Jeb_RAD_DontKnowAbout,Jeb_RAD_DontKnowAbout_es,1,"[ДЖЕБ] Не уверен, что это хорошая идея..."
subtitle:Jeb_RAD_FeelsOuttaPlace:1,Jeb_RAD_FeelsOuttaPlace,Jeb_RAD_FeelsOuttaPlace_es,1,[ДЖЕБ] В этом соковом баре что-то не так...
subtitle:Jeb_RAD_GoodBeTrue:1,Jeb_RAD_GoodBeTrue,Jeb_RAD_GoodBeTrue_es,1,"[ДЖЕБ] Я знал, что весь этот сок слишком хорош, чтобы быть правдой!"
subtitle:Jeb_RAD_HeavySecurity:1,Jeb_RAD_HeavySecurity,Jeb_RAD_HeavySecurity_es,1,"[ДЖЕБ] Блин, для соковой лавки тут серьёзная охрана."
subtitle:Jeb_RAD_HelloAnybodyHere:1,Jeb_RAD_HelloAnybodyHere,Jeb_RAD_HelloAnybodyHere_es,1,[ДЖЕБ] Алло? Есть кто?
subtitle:Jeb_RAD_HelloAnybodyHere:2,Jeb_RAD_HelloAnybodyHere,Jeb_RAD_HelloAnybodyHere_es,2,...что вообще тут происходит?
subtitle:Jeb_RAD_JuiceVerySuspicious:1,Jeb_RAD_JuiceVerySuspicious,Jeb_RAD_JuiceVerySuspicious_es,1,[ДЖЕБ] Я никогда не видел столько сока в одном месте.
subtitle:Jeb_RAD_JuiceVerySuspicious:2,Jeb_RAD_JuiceVerySuspicious,Jeb_RAD_JuiceVerySuspicious_es,2,Очень подозрительно...
subtitle:Jeb_RAD_JustKeepCrawling:1,Jeb_RAD_JustKeepCrawling,Jeb_RAD_JustKeepCrawling_es,1,"[ДЖЕБ] Не переживайте за меня, я их задержу!"
subtitle:Jeb_RAD_JustKeepCrawling:2,Jeb_RAD_JustKeepCrawling,Jeb_RAD_JustKeepCrawling_es,2,Просто ползите дальше!
subtitle:Jeb_RAD_MoreThanStools:1,Jeb_RAD_MoreThanStools,Jeb_RAD_MoreThanStools_es,1,"[ДЖЕБ] Я знал! Я знал, что это не просто вращающиеся табуретки!"
subtitle:Jeb_RAD_OhNoTrapped:1,Jeb_RAD_OhNoTrapped,Jeb_RAD_OhNoTrapped_es,1,"[ДЖЕБ] О нет, мы в ловушке! Мы в ловушке!"
subtitle:Jeb_RAD_RealShrimpy:1,Jeb_RAD_RealShrimpy,Jeb_RAD_RealShrimpy_es,1,[ДЖЕБ] В этом месте что-то нечисто...
subtitle:Jeb_RAD_StartingFeelFamiliar:1,Jeb_RAD_StartingFeelFamiliar,Jeb_RAD_StartingFeelFamiliar_es,1,[ДЖЕБ] Погодите-ка... мне это начинает казаться знакомым...
subtitle:Jeb_RAD_TheJuicekeepersOffice:1,Jeb_RAD_TheJuicekeepersOffice,Jeb_RAD_TheJuicekeepersOffice_es,1,[ДЖЕБ] Это кабинет управляющего соковой лавкой?
subtitle:Jeb_RAD_TheJuicekeepersOffice:2,Jeb_RAD_TheJuicekeepersOffice,Jeb_RAD_TheJuicekeepersOffice_es,2,*свистит*
subtitle:Jeb_RAD_TheJuicekeepersOffice:3,Jeb_RAD_TheJuicekeepersOffice,Jeb_RAD_TheJuicekeepersOffice_es,3,Очень технологично...
subtitle:Jeb_RAD_TuneWouldCatchier:1,Jeb_RAD_TuneWouldCatchier,Jeb_RAD_TuneWouldCatchier_es,1,"[ДЖЕБ] Эта мелодия была бы гораздо приятнее, если бы не была такой подозрительной..."
subtitle:Jeb_RAD_WeGottaRadio:1,Jeb_RAD_WeGottaRadio,Jeb_RAD_WeGottaRadio_es,1,[ДЖЕБ] Нужно связаться с директором! Но держите глаза открытыми...
subtitle:Jeb_RAD_Wuuaahh:1,Jeb_RAD_Wuuaahh,Jeb_RAD_Wuuaahh_es,1,[ДЖЕБ] Уууууааааа!!!!
subtitle:Jeb_RAD_Wuuaahh_ALT:1,Jeb_RAD_Wuuaahh_ALT,Jeb_RAD_Wuuaahh_ALT_es,1,[ДЖЕБ] Уууууааааа!!!!
subtitle:Jeb_RAD_Wuuaahh_Delayed:1,Jeb_RAD_Wuuaahh_Delayed,Jeb_RAD_Wuuaahh_Delayed_es,1,[ДЖЕБ] Уууууааааа!!!!
subtitle:Jeb_SNK_LetUsOut_ALT:1,Jeb_SNK_LetUsOut_ALT,Jeb_SNK_LetUsOut_ALT_es,1,"[ДЖЕБ] Эй, отпустите нас отсюда!"
subtitle:Jeb_TBT_DistractedByBuffet:1,Jeb_TBT_DistractedByBuffet,Jeb_TBT_DistractedByBuffet_es,1,[ДЖЕБ] Не отвлекайся на этот буфет! Это твоя гибель!
subtitle:Jeb_TBT_EverythingWentPerfectly:1,Jeb_TBT_EverythingWentPerfectly,Jeb_TBT_EverythingWentPerfectly_es,1,[ДЖЕБ] Всё прошло идеально!
subtitle:Jeb_TBT_GoodThingFireExtinguisher:1,Jeb_TBT_GoodThingFireExtinguisher,Jeb_TBT_GoodThingFireExtinguisher_es,1,"[ДЖЕБ] Хорошо, что огнетушитель сработал."
subtitle:Jeb_TBT_GoodThingFireExtinguisher:2,Jeb_TBT_GoodThingFireExtinguisher,Jeb_TBT_GoodThingFireExtinguisher_es,2,Обычно я ставлю их просто для вида!
subtitle:Jeb_TBT_HopeLikeStrawberry:1,Jeb_TBT_HopeLikeStrawberry,Jeb_TBT_HopeLikeStrawberry_es,1,"[ДЖЕБ] Надеюсь, тебе нравится клубника!"
subtitle:Jeb_TBT_ItTurnedSoupy:1,Jeb_TBT_ItTurnedSoupy,Jeb_TBT_ItTurnedSoupy_es,1,[ДЖЕБ] О нет! Оно превратилось в суп!
subtitle:Jeb_TBT_JeezEel:1,Jeb_TBT_JeezEel,Jeb_TBT_JeezEel_es,1,"[ДЖЕБ] Чёрт, Ил. Когда ты успел всё это подготовить?"
subtitle:Jeb_TBT_SomethingSpecialToday:1,Jeb_TBT_SomethingSpecialToday,Jeb_TBT_SomethingSpecialToday_es,1,"[ДЖЕБ] Ох, я так волнуюсь!"
subtitle:Jeb_TBT_SomethingSpecialToday:2,Jeb_TBT_SomethingSpecialToday,Jeb_TBT_SomethingSpecialToday_es,2,Сегодня какой-то особенный день!
